,name,lat,lon,category,type,geometry
171,National Stadium,1.304392,103.874387,Stadium,"{'typepoint': {'type': 'Point', 'coordinates': [1.304392, 103.874387]}}",POINT (103.874387 1.304392)
172,"Bball Court, Raffles Girls School",1.310844,103.830475,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.310844, 103.830475]}}",POINT (103.830475 1.310844)
173,Squash Court,1.363191,103.830671,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.363191, 103.830671]}}",POINT (103.830671 1.363191)
174,Peirce Secondary School Indoor Sport Hall,1.366662,103.829549,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.366662, 103.829549]}}",POINT (103.829549 1.366662)
175,Pinnacle Basketball Court,1.277356,103.841677,College Stadium,"{'typepoint': {'type': 'Point', 'coordinates': [1.277356, 103.841677]}}",POINT (103.841677 1.277356)
176,Multi Purpose Area,1.369488,103.845846,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.369488, 103.845846]}}",POINT (103.845846 1.369488)
177,Joy Little Playschool,1.359952,103.834027,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.359952, 103.834027]}}",POINT (103.834027 1.359952)
178,Wee Care,1.305547,103.823143,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.305547, 103.823143]}}",POINT (103.823143 1.305547)
179,Casa Dental,1.371025,103.848264,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.371025, 103.848264]}}",POINT (103.848264 1.371025)
180,Happy Town Child Care Centre,1.315561,103.872783,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.315561, 103.872783]}}",POINT (103.872783 1.315561)
181,Cherie Hearts Kidz Cove,1.302338,103.86225,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.302338, 103.86225]}}",POINT (103.86225 1.302338)
182,Winchester Infant House,1.298006,103.815577,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.298006, 103.815577]}}",POINT (103.815577 1.298006)
183,4Trimester,1.310261,103.799199,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.310261, 103.799199]}}",POINT (103.799199 1.310261)
184,Superland Montessori Pre-School,1.29019,103.831057,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.29019, 103.831057]}}",POINT (103.831057 1.29019)
185,Josiah Babies,1.295152,103.859328,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.295152, 103.859328]}}",POINT (103.859328 1.295152)
186,Kreta Ayer Seniors Activity Centre,1.289514,103.84202,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.289514, 103.84202]}}",POINT (103.84202 1.289514)
187,Ghim Moh Centre,1.312725,103.788577,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.312725, 103.788577]}}",POINT (103.788577 1.312725)
188,"Mindchamps, Biopolis",1.301244,103.792731,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.301244, 103.792731]}}",POINT (103.792731 1.301244)
189,"Mulberry Learning Centre, Tanjong Pagar",1.27557,103.842744,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.27557, 103.842744]}}",POINT (103.842744 1.27557)
190,Kiddiwinkie,1.307847,103.832718,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.307847, 103.832718]}}",POINT (103.832718 1.307847)
191,Life Care Society,1.302205,103.851906,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.302205, 103.851906]}}",POINT (103.851906 1.302205)
192,Sunflower Baby House,1.339124,103.792818,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.339124, 103.792818]}}",POINT (103.792818 1.339124)
193,Club Rainbow,1.285294,103.845864,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.285294, 103.845864]}}",POINT (103.845864 1.285294)
194,Little Village on the Grange,1.299554,103.831617,Daycare,"{'typepoint': {'type': 'Point', 'coordinates': [1.299554, 103.831617]}}",POINT (103.831617 1.299554)
195,Feiji X4,1.350052,103.852555,Airport,"{'typepoint': {'type': 'Point', 'coordinates': [1.350052, 103.852555]}}",POINT (103.852555 1.350052)
196,Singapore Changi - British Airways Terminal Area,1.361453,103.856048,Airport,"{'typepoint': {'type': 'Point', 'coordinates': [1.361453, 103.856048]}}",POINT (103.856048 1.361453)
197,Baiju Bawra Airbase,1.302799,103.861221,Airport,"{'typepoint': {'type': 'Point', 'coordinates': [1.302799, 103.861221]}}",POINT (103.861221 1.302799)
198,Mumbai Chhatrapati Shivaji,1.297443,103.866997,Airport,"{'typepoint': {'type': 'Point', 'coordinates': [1.297443, 103.866997]}}",POINT (103.866997 1.297443)
199,Air Force One,1.318314,103.887152,Airport,"{'typepoint': {'type': 'Point', 'coordinates': [1.318314, 103.887152]}}",POINT (103.887152 1.318314)
200,Singairport,1.281192,103.827232,Airport,"{'typepoint': {'type': 'Point', 'coordinates': [1.281192, 103.827232]}}",POINT (103.827232 1.281192)
201,Old Airport Dakota Hangar,1.307784,103.889232,Airport,"{'typepoint': {'type': 'Point', 'coordinates': [1.307784, 103.889232]}}",POINT (103.889232 1.307784)
202,Immigration & Checkpoints Authority Parcel Post Section,1.317758,103.893703,Airport,"{'typepoint': {'type': 'Point', 'coordinates': [1.317758, 103.893703]}}",POINT (103.893703 1.317758)
203,"Viewing Gallery, Mount Faber Safra",1.277723,103.817578,Airport,"{'typepoint': {'type': 'Point', 'coordinates': [1.277723, 103.817578]}}",POINT (103.817578 1.277723)
204,Aviation & Electrical Trading,1.308097,103.858493,Airport,"{'typepoint': {'type': 'Point', 'coordinates': [1.308097, 103.858493]}}",POINT (103.858493 1.308097)
205,Asian Security,1.296318,103.85587,Airport,"{'typepoint': {'type': 'Point', 'coordinates': [1.296318, 103.85587]}}",POINT (103.85587 1.296318)
206,Chartered Asia Technology Enterprise,1.327976,103.896816,Airport,"{'typepoint': {'type': 'Point', 'coordinates': [1.327976, 103.896816]}}",POINT (103.896816 1.327976)
207,Skywest Airlines,1.333157,103.839095,Airport Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.333157, 103.839095]}}",POINT (103.839095 1.333157)
208,America West Airlines,1.352943,103.834207,Airport Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.352943, 103.834207]}}",POINT (103.834207 1.352943)
209,Air Canada,1.31951,103.844017,Airport Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.31951, 103.844017]}}",POINT (103.844017 1.31951)
210,Silkair,1.317414,103.843889,Airport Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.317414, 103.843889]}}",POINT (103.843889 1.317414)
211,Pakistan International Airlines,1.317279,103.843604,Airport Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.317279, 103.843604]}}",POINT (103.843604 1.317279)
212,Baseops Asia,1.317314,103.843736,Airport Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.317314, 103.843736]}}",POINT (103.843736 1.317314)
213,Air Niugini,1.317248,103.843717,Airport Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.317248, 103.843717]}}",POINT (103.843717 1.317248)
214,P T Garuda Indonesia,1.316577,103.843703,Airport Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.316577, 103.843703]}}",POINT (103.843703 1.316577)
215,P T Garuda Indonesia,1.306202,103.837139,Airport Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.306202, 103.837139]}}",POINT (103.837139 1.306202)
216,Astor Bar,1.305631,103.825806,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.305631, 103.825806]}}",POINT (103.825806 1.305631)
217,Druggists,1.311073,103.85968,Beer Garden,"{'typepoint': {'type': 'Point', 'coordinates': [1.311073, 103.85968]}}",POINT (103.85968 1.311073)
218,Ice Cold Beer,1.301842,103.83904,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.301842, 103.83904]}}",POINT (103.83904 1.301842)
219,TAP,1.294184,103.852785,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.294184, 103.852785]}}",POINT (103.852785 1.294184)
220,Kazbar,1.283728,103.848713,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.283728, 103.848713]}}",POINT (103.848713 1.283728)
221,Kanpai,1.283777,103.848666,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.283777, 103.848666]}}",POINT (103.848666 1.283777)
222,Mo Bar,1.290723,103.858386,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.290723, 103.858386]}}",POINT (103.858386 1.290723)
223,The Chupitos Bar,1.290551,103.845087,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.290551, 103.845087]}}",POINT (103.845087 1.290551)
224,Acid Bar,1.301337,103.839198,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.301337, 103.839198]}}",POINT (103.839198 1.301337)
225,Overeasy,1.285776,103.854041,Lounge,"{'typepoint': {'type': 'Point', 'coordinates': [1.285776, 103.854041]}}",POINT (103.854041 1.285776)
226,Union Bar,1.30838,103.832201,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.30838, 103.832201]}}",POINT (103.832201 1.30838)
227,Hannibal European Grill & Pizza Bar,1.291908,103.841195,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.291908, 103.841195]}}",POINT (103.841195 1.291908)
228,Harry's,1.336334,103.889046,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.336334, 103.889046]}}",POINT (103.889046 1.336334)
229,Harry's,1.304199,103.809985,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.304199, 103.809985]}}",POINT (103.809985 1.304199)
230,The Chamber,1.283958,103.848173,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.283958, 103.848173]}}",POINT (103.848173 1.283958)
231,Sky Lido,1.288825,103.834204,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.288825, 103.834204]}}",POINT (103.834204 1.288825)
232,Lucid Bar,1.336312,103.887322,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.336312, 103.887322]}}",POINT (103.887322 1.336312)
233,B.E.D,1.335475,103.889142,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.335475, 103.889142]}}",POINT (103.889142 1.335475)
234,Wings Bar,1.290032,103.845425,Beer Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.290032, 103.845425]}}",POINT (103.845425 1.290032)
235,Ikki Izakaya,1.306344,103.791109,Sushi Restaurant,"{'typepoint': {'type': 'Point', 'coordinates': [1.306344, 103.791109]}}",POINT (103.791109 1.306344)
236,Manhattan Resources,1.284819,103.844497,Cocktail Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.284819, 103.844497]}}",POINT (103.844497 1.284819)
237,Atlas Bar,1.300103,103.857602,Cocktail Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.300103, 103.857602]}}",POINT (103.857602 1.300103)
238,Le Bon Funk,1.282392,103.846601,Wine Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.282392, 103.846601]}}",POINT (103.846601 1.282392)
239,The Other Room,1.305197,103.832794,Cocktail Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.305197, 103.832794]}}",POINT (103.832794 1.305197)
240,No. 5 Emerald Hill,1.301771,103.839087,Cocktail Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.301771, 103.839087]}}",POINT (103.839087 1.301771)
241,Wine Connection Cheese Bar - Robertson Walk,1.291709,103.842302,Wine Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.291709, 103.842302]}}",POINT (103.842302 1.291709)
242,Native,1.280023,103.84682,Cocktail Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.280023, 103.84682]}}",POINT (103.84682 1.280023)
243,Smoke & Mirrors,1.289995,103.851363,Cocktail Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.289995, 103.851363]}}",POINT (103.851363 1.289995)
244,Anti:Dote,1.294149,103.853818,Cocktail Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.294149, 103.853818]}}",POINT (103.853818 1.294149)
245,Orihara Shoten,1.292294,103.841984,Sake Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.292294, 103.841984]}}",POINT (103.841984 1.292294)
246,Pan Pacific Singapore,1.291922,103.858769,Hotel,"{'typepoint': {'type': 'Point', 'coordinates': [1.291922, 103.858769]}}",POINT (103.858769 1.291922)
247,Wine RVLT,1.288017,103.847712,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.288017, 103.847712]}}",POINT (103.847712 1.288017)
248,Tap Craft Beer Bar,1.290121,103.837109,Beer Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.290121, 103.837109]}}",POINT (103.837109 1.290121)
249,American Taproom,1.2982,103.852133,Beer Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.2982, 103.852133]}}",POINT (103.852133 1.2982)
250,Abundance,1.289792,103.815359,Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.289792, 103.815359]}}",POINT (103.815359 1.289792)
251,Loof,1.295878,103.85347,Cocktail Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.295878, 103.85347]}}",POINT (103.85347 1.295878)
252,Level 33 Craft-Brewery Restaurant & Lounge,1.28025,103.854247,Lounge,"{'typepoint': {'type': 'Point', 'coordinates': [1.28025, 103.854247]}}",POINT (103.854247 1.28025)
253,Caffe Fernet,1.282582,103.853649,Cocktail Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.282582, 103.853649]}}",POINT (103.853649 1.282582)
254,Jibiru Japanese Craft Beer Bar,1.30111,103.838088,Beer Garden,"{'typepoint': {'type': 'Point', 'coordinates': [1.30111, 103.838088]}}",POINT (103.838088 1.30111)
255,"Wine Connection Bar & Bistro, Cuppage Terrace",1.302121,103.840349,Wine Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.302121, 103.840349]}}",POINT (103.840349 1.302121)
256,The Guild,1.280724,103.841569,Cocktail Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.280724, 103.841569]}}",POINT (103.841569 1.280724)
257,Jim Thompson,1.305466,103.815574,Thai Restaurant,"{'typepoint': {'type': 'Point', 'coordinates': [1.305466, 103.815574]}}",POINT (103.815574 1.305466)
258,Lantern,1.283415,103.853588,Cocktail Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.283415, 103.853588]}}",POINT (103.853588 1.283415)
259,So France,1.299241,103.858022,Wine Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.299241, 103.858022]}}",POINT (103.858022 1.299241)
260,Employees Only Singapore,1.282111,103.847622,Cocktail Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.282111, 103.847622]}}",POINT (103.847622 1.282111)
261,Good Luck Beerhouse,1.300453,103.859423,Beer Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.300453, 103.859423]}}",POINT (103.859423 1.300453)
262,Wine Connection,1.283856,103.848506,Wine Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.283856, 103.848506]}}",POINT (103.848506 1.283856)
263,Lobby Lounge,1.303859,103.8508,Hotel Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.303859, 103.8508]}}",POINT (103.8508 1.303859)
264,Black Tap,1.282317,103.858477,Burger Joint,"{'typepoint': {'type': 'Point', 'coordinates': [1.282317, 103.858477]}}",POINT (103.858477 1.282317)
265,The Landing Point,1.283589,103.853088,Hotel Bar,"{'typepoint': {'type': 'Point', 'coordinates': [1.283589, 103.853088]}}",POINT (103.853088 1.283589)
266,Very Important Pets Pawlour,1.336287,103.848363,Pet Grooming Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.336287, 103.848363]}}",POINT (103.848363 1.336287)
267,Mad About Grooming,1.321322,103.85265,Pet Grooming Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.321322, 103.85265]}}",POINT (103.85265 1.321322)
268,Fluffy Petcare,1.361468,103.852126,Pet Grooming Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.361468, 103.852126]}}",POINT (103.852126 1.361468)
269,Animal Arts Academy at Serangoon Garden,1.364886,103.86602,Pet Grooming Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.364886, 103.86602]}}",POINT (103.86602 1.364886)
270,Happy Dog,1.331116,103.796097,Pet Grooming Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.331116, 103.796097]}}",POINT (103.796097 1.331116)
271,Surrpaws,1.345625,103.882531,Pet Grooming Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.345625, 103.882531]}}",POINT (103.882531 1.345625)
272,A Dog's Life Pet Salon,1.283512,103.834542,Pet Grooming Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.283512, 103.834542]}}",POINT (103.834542 1.283512)
273,The Grooming Table,1.287245,103.813379,Pet Grooming Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.287245, 103.813379]}}",POINT (103.813379 1.287245)
274,Petopia,1.383385,103.875599,Pet Grooming Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.383385, 103.875599]}}",POINT (103.875599 1.383385)
275,Dollhouse Pets,1.277195,103.836846,Pet Grooming Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.277195, 103.836846]}}",POINT (103.836846 1.277195)
276,The Pawlour - Hougang,1.367493,103.890011,Pet Grooming Service,"{'typepoint': {'type': 'Point', 'coordinates': [1.367493, 103.890011]}}",POINT (103.890011 1.367493)
